       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
MAF    	0.011472	0.010807	0.011169	0.0066357	0.010375	0.013314	0.012466	0.012606	0.012573	0.012756	0.012605	0.012844	0.012553	0.012683	0.012629	0.012784	0.01269	0.012866	0.0095776	0.010488	0.011353	0.011769	0.010382	0.012425	0.012492	0.012619	0.010076	0.011676	0.010289	0.012976	0.013623	0.012319	0.013315	0.012892	0.013036	0.012776	0.012975	0.012718	0.012648	0.013028	0.012893	0.012807	0.012633	0.012791	0.013469	0.013028	0.012867	0.012786	0.012596	0.01091	0.012886	0.012705	0.012842	0.012718	0.012695	0.01268	0.012625	0.012234	0.012004	0.0091419	0.01442	0.012127	0.010228	0.011747	0.013529	0.0089182	0.010488	0.012833	0.010841	0.0096661	0.011454	0.01179	0.013341	0.018321	0.0089182	0.012676	0.012701	0.013133	0.012714	0.013269	0.013478	0.012819                                                                      
MMP9   	0.010716	0.010055	0.011929	0.042079	0.009997	0.01223	0.012109	0.012074	0.012311	0.012174	0.011957	0.012125	0.012266	0.012056	0.012088	0.012183	0.012122	0.01237	0.0093893	0.010583	0.011201	0.014045	0.014566	0.011964	0.012216	0.012297	0.011689	0.011437	0.0092218	0.012241	0.012191	0.011665	0.012241	0.012311	0.01229	0.012264	0.012213	0.012023	0.012142	0.012167	0.012284	0.012313	0.012022	0.012208	0.012192	0.012216	0.012206	0.012209	0.012234	0.011107	0.012213	0.012358	0.012166	0.01212	0.011936	0.012218	0.012288	0.012865	0.012608	0.011376	0.012127	0.015097	0.010053	0.010908	0.012308	0.0072149	0.010583	0.013071	0.010875	0.0093081	0.011306	0.011537	0.012487	0.011787	0.0072149	0.012246	0.011989	0.012216	0.012547	0.012327	0.01228	0.012184                                                                       
MRC1   	0.0079545	0.0072433	0.0080759	0.0049112	0.055309	0.01038	0.010279	0.013409	0.012742	0.010989	0.01045	0.010746	0.010533	0.010509	0.010706	0.010747	0.010628	0.010692	0.066124	0.0072618	0.0088975	0.0085769	0.0068843	0.010842	0.010292	0.0092977	0.0069868	0.0088268	0.0061743	0.010735	0.010495	0.0098261	0.010441	0.010647	0.010572	0.012358	0.010821	0.010491	0.012154	0.010733	0.010649	0.010482	0.0089988	0.01066	0.009549	0.01051	0.010196	0.010459	0.010252	0.0071619	0.01052	0.0096946	0.010346	0.010306	0.010163	0.0098703	0.010552	0.0092061	0.0093827	0.0060292	0.010228	0.010053	0.058108	0.0084583	0.0098172	0.0048557	0.0072618	0.01014	0.0076999	0.066475	0.0085029	0.0089324	0.010038	0.0089033	0.0048557	0.010171	0.013566	0.010637	0.01059	0.0097804	0.0094857	0.010715                                               
MS4A2  	0.010911	0.0095492	0.0093322	0.005344	0.0085239	0.011285	0.011347	0.01145	0.011448	0.011519	0.011598	0.012245	0.011432	0.010926	0.011662	0.011581	0.011547	0.011663	0.0082629	0.0086531	0.0098613	0.010898	0.0092528	0.010519	0.011413	0.011743	0.0082147	0.010134	0.080263	0.011697	0.011858	0.011274	0.011634	0.011721	0.011619	0.011615	0.011819	0.011682	0.012829	0.012999	0.012217	0.011503	0.010496	0.011569	0.010966	0.011805	0.011777	0.01181	0.011549	0.0086402	0.011729	0.011797	0.013938	0.013587	0.011282	0.011642	0.011639	0.011504	0.010826	0.0072106	0.011747	0.010908	0.0084583	0.05376	0.011106	0.0057668	0.0086531	0.011454	0.0090778	0.0077537	0.0098031	0.010443	0.011439	0.011611	0.0057668	0.011551	0.011532	0.01185	0.01168	0.011673	0.011524	0.011634                                                           
PDCD1  	0.010733	0.0098728	0.010694	0.0067075	0.010108	0.013775	0.012397	0.012755	0.012684	0.012968	0.012396	0.01273	0.012619	0.012398	0.012593	0.012845	0.012681	0.01367	0.0090197	0.0095415	0.010759	0.011605	0.0098985	0.012572	0.012555	0.012683	0.0093886	0.011184	0.0091559	0.013694	0.013325	0.012007	0.014804	0.013322	0.013375	0.013303	0.01321	0.012799	0.01272	0.012965	0.013023	0.012962	0.012068	0.012887	0.012811	0.013212	0.012896	0.013198	0.012736	0.010505	0.012916	0.013248	0.012994	0.012782	0.012567	0.012695	0.012746	0.012245	0.011951	0.0083483	0.013529	0.012308	0.0098172	0.011106	0.020491	0.0070209	0.0095415	0.012801	0.01004	0.0090626	0.010882	0.011424	0.013424	0.012954	0.0070209	0.012833	0.012794	0.013322	0.012919	0.016627	0.019407	0.013375                                                               
PMCH   	0.0060654	0.0055115	0.0079472	0.0028334	0.004824	0.0088831	0.0083105	0.0082665	0.0082058	0.0084758	0.0086935	0.0087807	0.0083577	0.0073063	0.0084418	0.0085754	0.0085232	0.0083304	0.004142	0.0062741	0.0068853	0.0063351	0.0050709	0.0069199	0.0082079	0.0074023	0.0059465	0.0079374	0.0041942	0.0083579	0.0086485	0.0082057	0.0084042	0.0082567	0.0071609	0.0081701	0.0084802	0.0081107	0.0081212	0.007084	0.0078447	0.0083244	0.0094181	0.0085251	0.009298	0.0084913	0.0087166	0.008358	0.0083025	0.0053178	0.0086478	0.0082561	0.0081462	0.0081213	0.015932	0.0085448	0.0082274	0.0071502	0.0077523	0.0053187	0.0089182	0.0072149	0.0048557	0.0057668	0.0070209	0.37884	0.0062741	0.0072503	0.0065382	0.0041475	0.0078219	0.007921	0.0076241	0.0095046	0.010964	0.0081122	0.0081426	0.0085142	0.0083692	0.007451	0.0070313	0.0083719
POSTN  	0.0084096	0.0075697	0.0098341	0.0045309	0.0072561	0.010542	0.013093	0.011364	0.011359	0.01141	0.013348	0.011303	0.012942	0.010752	0.012532	0.011507	0.011734	0.011226	0.0064578	0.040367	0.029636	0.0097137	0.007945	0.0097056	0.013395	0.011385	0.0088263	0.025285	0.006414	0.011014	0.010698	0.011191	0.010585	0.011212	0.0099647	0.011059	0.010855	0.010707	0.011724	0.010426	0.011184	0.011104	0.010726	0.011214	0.01018	0.011175	0.011278	0.012079	0.012784	0.0073645	0.011341	0.011282	0.011362	0.011166	0.012007	0.011992	0.012164	0.010811	0.010833	0.007359	0.010488	0.010583	0.0072618	0.0086531	0.0095415	0.0062741	0.041279	0.010635	0.035894	0.0064222	0.028093	0.024045	0.010259	0.0095916	0.0062741	0.01108	0.011595	0.010839	0.011288	0.010313	0.0096498	0.011256                                                       
PPARG  	0.011296	0.010631	0.011606	0.012996	0.010014	0.012926	0.012612	0.012605	0.012731	0.012762	0.012521	0.012724	0.012624	0.012807	0.012624	0.012792	0.012708	0.012785	0.0092611	0.010635	0.011425	0.01263	0.011623	0.012772	0.012565	0.012816	0.011011	0.01175	0.009877	0.012855	0.01291	0.012237	0.012851	0.012799	0.012811	0.012686	0.012827	0.012654	0.012593	0.01269	0.012828	0.012922	0.012951	0.012723	0.012961	0.012856	0.012836	0.012729	0.012651	0.013087	0.012809	0.012737	0.012666	0.012636	0.012436	0.012763	0.012677	0.012594	0.012378	0.010117	0.012833	0.013071	0.01014	0.011454	0.012801	0.0072503	0.010635	0.014619	0.010986	0.0092176	0.011558	0.011853	0.013883	0.012555	0.0072503	0.012864	0.012523	0.012902	0.012826	0.012849	0.012761	0.012769                                                                        
PRG2   	0.0088945	0.0080747	0.01027	0.0050601	0.007687	0.010909	0.013032	0.011569	0.011565	0.011632	0.01326	0.011553	0.012907	0.011098	0.012573	0.011719	0.011908	0.011474	0.0068943	0.035894	0.026858	0.010175	0.0085899	0.010188	0.013303	0.011717	0.0093494	0.023225	0.0068794	0.011294	0.011022	0.011386	0.010932	0.011458	0.010401	0.011311	0.011159	0.011004	0.011865	0.010798	0.011457	0.011359	0.011037	0.011462	0.010599	0.011432	0.011529	0.012197	0.01279	0.0079372	0.011581	0.011551	0.011568	0.011415	0.012092	0.012163	0.01226	0.01113	0.011119	0.0080326	0.010841	0.010875	0.0076999	0.0090778	0.01004	0.0065382	0.035894	0.010986	0.032471	0.00686	0.025573	0.022185	0.010671	0.010023	0.0065382	0.011351	0.011749	0.011146	0.011529	0.010716	0.010136	0.011502                                                                 
RETNLB 	0.0072621	0.0065816	0.0070732	0.0038607	0.066698	0.0098355	0.009596	0.013172	0.012439	0.010307	0.0098492	0.010167	0.0098801	0.0098878	0.010103	0.010056	0.009942	0.010084	0.079933	0.0064222	0.00827	0.0075362	0.0056995	0.0093865	0.0096336	0.0083563	0.005858	0.0080345	0.0054066	0.010146	0.009927	0.0092	0.0098482	0.010048	0.009991	0.012225	0.010305	0.0099429	0.011966	0.010391	0.010055	0.009848	0.008011	0.010077	0.0086817	0.0099082	0.0094485	0.0098404	0.0095522	0.0062407	0.0098162	0.008863	0.0097103	0.009694	0.0095219	0.0090571	0.0099309	0.0082942	0.0085336	0.0048805	0.0096661	0.0093081	0.066475	0.0077537	0.0090626	0.0041475	0.0064222	0.0092176	0.00686	0.08734	0.0076844	0.0081436	0.0092562	0.008174	0.0041475	0.0094325	0.013989	0.010086	0.0099292	0.0089769	0.0086201	0.010024                             
RNASE2 	0.0098584	0.0091541	0.010925	0.0058932	0.0084751	0.011512	0.012897	0.011886	0.011875	0.011979	0.013083	0.011956	0.012801	0.011698	0.0126	0.012057	0.012171	0.01185	0.0077124	0.028093	0.022053	0.010831	0.0094889	0.011017	0.013052	0.012068	0.010254	0.019661	0.0077341	0.01174	0.011566	0.011744	0.011501	0.011842	0.011128	0.011703	0.011647	0.011499	0.012071	0.011403	0.011875	0.011768	0.01179	0.011843	0.011343	0.011836	0.011952	0.01234	0.012729	0.008904	0.011955	0.01191	0.011884	0.01179	0.012242	0.012352	0.012368	0.011553	0.011533	0.0091506	0.011454	0.011306	0.0085029	0.0098031	0.010882	0.0078219	0.028093	0.011558	0.025573	0.0076844	0.021229	0.018961	0.011361	0.010887	0.0078219	0.011757	0.011987	0.011642	0.011883	0.011361	0.01095	0.011884                                                                   
RNASE3 	0.010302	0.009615	0.011126	0.0062816	0.0089147	0.011845	0.012807	0.01205	0.012036	0.012155	0.012968	0.012155	0.012743	0.011975	0.012609	0.012218	0.012294	0.012065	0.0081702	0.024045	0.019584	0.011251	0.010131	0.011446	0.012933	0.012328	0.010467	0.017822	0.0086932	0.011987	0.011861	0.01189	0.011831	0.012053	0.011538	0.011924	0.011911	0.011757	0.012193	0.011772	0.012102	0.011983	0.011994	0.012037	0.011696	0.012056	0.012148	0.012433	0.012713	0.009519	0.012144	0.012132	0.012075	0.012009	0.012294	0.012468	0.012435	0.011827	0.011733	0.0094687	0.01179	0.011537	0.0089324	0.010443	0.011424	0.007921	0.024045	0.011853	0.022185	0.0081436	0.018961	0.017307	0.01173	0.011365	0.007921	0.011986	0.012118	0.011913	0.012074	0.011767	0.011482	0.012093                                                                    
RORC   	0.012521	0.012234	0.011201	0.0078081	0.010099	0.013297	0.012592	0.012678	0.012729	0.012842	0.012642	0.012864	0.012654	0.012766	0.012706	0.012873	0.012791	0.012927	0.0092624	0.010259	0.011238	0.011935	0.01046	0.012603	0.012577	0.012772	0.010149	0.011606	0.0095093	0.01307	0.013272	0.012644	0.013197	0.012968	0.013502	0.012858	0.013122	0.013027	0.012717	0.013006	0.012983	0.013003	0.012873	0.012887	0.013503	0.013076	0.012958	0.012855	0.012677	0.0123	0.012974	0.012776	0.012781	0.012806	0.012585	0.012794	0.012714	0.012344	0.012111	0.0091418	0.013341	0.012487	0.010038	0.011439	0.013424	0.0076241	0.010259	0.013883	0.010671	0.0092562	0.011361	0.01173	0.01418	0.013597	0.0076241	0.012863	0.012699	0.013175	0.012848	0.013222	0.013272	0.012886                                                                      
SATB1  	0.010567	0.0097176	0.010692	0.0056294	0.0091169	0.013273	0.012244	0.012386	0.01237	0.01258	0.012423	0.012738	0.012365	0.012049	0.012429	0.012625	0.01248	0.012749	0.0080886	0.0095916	0.010706	0.011256	0.0095026	0.011598	0.012284	0.012042	0.0092679	0.011166	0.010386	0.013017	0.015589	0.011994	0.013708	0.012947	0.012466	0.012721	0.012978	0.012604	0.01255	0.012741	0.012751	0.01281	0.012303	0.012787	0.014085	0.013304	0.012781	0.012674	0.0124	0.0098018	0.012849	0.012457	0.013236	0.012652	0.013132	0.012382	0.012476	0.011858	0.011677	0.0082683	0.018321	0.011787	0.0089033	0.011611	0.012954	0.0095046	0.0095916	0.012555	0.010023	0.008174	0.010887	0.011365	0.013597	0.037009	0.0095046	0.012465	0.012717	0.01354	0.01259	0.012973	0.012956	0.012649                                                                   
SIGLEC8	0.0060654	0.0055115	0.0079472	0.0028334	0.004824	0.0088831	0.0083105	0.0082665	0.0082058	0.0084758	0.0086935	0.0087807	0.0083577	0.0073063	0.0084418	0.0085754	0.0085232	0.0083304	0.004142	0.0062741	0.0068853	0.0063351	0.0050709	0.0069199	0.0082079	0.0074023	0.0059465	0.0079374	0.0041942	0.0083579	0.0086485	0.0082057	0.0084042	0.0082567	0.0071609	0.0081701	0.0084802	0.0081107	0.0081212	0.007084	0.0078447	0.0083244	0.0094181	0.0085251	0.009298	0.0084913	0.0087166	0.008358	0.0083025	0.0053178	0.0086478	0.0082561	0.0081462	0.0081213	0.015932	0.0085448	0.0082274	0.0071502	0.0077523	0.0053187	0.0089182	0.0072149	0.0048557	0.0057668	0.0070209	0.010964	0.0062741	0.0072503	0.0065382	0.0041475	0.0078219	0.007921	0.0076241	0.0095046	0.37884	0.0081122	0.0081426	0.0085142	0.0083692	0.007451	0.0070313	0.0083719
STAT5A 	0.011481	0.010825	0.011743	0.0075699	0.010144	0.012904	0.012494	0.012599	0.012517	0.012777	0.012522	0.012699	0.01253	0.013269	0.012615	0.012747	0.012703	0.01268	0.0094416	0.01108	0.011672	0.012553	0.012346	0.013909	0.012529	0.013202	0.011174	0.011924	0.0099669	0.012715	0.012684	0.012245	0.012751	0.012658	0.012646	0.012554	0.012663	0.012485	0.012496	0.01268	0.012699	0.012829	0.012566	0.012591	0.01272	0.012707	0.01268	0.012676	0.01263	0.017756	0.012685	0.012791	0.012567	0.012606	0.012405	0.012826	0.012617	0.012693	0.012363	0.010556	0.012676	0.012246	0.010171	0.011551	0.012833	0.0081122	0.01108	0.012864	0.011351	0.0094325	0.011757	0.011986	0.012863	0.012465	0.0081122	0.013019	0.012477	0.012715	0.012617	0.012836	0.012867	0.012814                                                                         
STAT6  	0.012138	0.011824	0.011227	0.007089	0.013694	0.012754	0.012383	0.012622	0.012533	0.012599	0.012577	0.012683	0.012443	0.013019	0.012558	0.012639	0.0126	0.01256	0.013719	0.011595	0.011996	0.011738	0.01067	0.012659	0.01239	0.012535	0.010439	0.012101	0.0099681	0.012611	0.012643	0.012436	0.012673	0.012563	0.012775	0.012595	0.012626	0.012528	0.012547	0.012951	0.012622	0.012496	0.012407	0.012497	0.012652	0.012589	0.012562	0.012536	0.012444	0.011067	0.012571	0.01245	0.012458	0.012501	0.012319	0.012521	0.012452	0.012119	0.011927	0.0096025	0.012701	0.011989	0.013566	0.011532	0.012794	0.0081426	0.011595	0.012523	0.011749	0.013989	0.011987	0.012118	0.012699	0.012717	0.0081426	0.012477	0.012665	0.012623	0.012468	0.012695	0.012757	0.012581                                                                         
TBX21  	0.012245	0.011848	0.01143	0.0073421	0.010724	0.01316	0.012499	0.012607	0.012579	0.012736	0.012611	0.012793	0.01256	0.012815	0.012637	0.012756	0.012699	0.012792	0.010072	0.010839	0.011563	0.011993	0.010893	0.012705	0.012512	0.012794	0.010558	0.011833	0.010355	0.012859	0.012992	0.012518	0.01302	0.01279	0.01323	0.012713	0.012893	0.012756	0.012619	0.012969	0.012836	0.01276	0.012708	0.012721	0.01317	0.012855	0.012804	0.012735	0.012601	0.012029	0.01281	0.012712	0.012675	0.012699	0.012516	0.012723	0.012614	0.012354	0.012123	0.009732	0.013133	0.012216	0.010637	0.01185	0.013322	0.0085142	0.010839	0.012902	0.011146	0.010086	0.011642	0.011913	0.013175	0.01354	0.0085142	0.012715	0.012623	0.012913	0.01268	0.013109	0.013264	0.012779                                                                                
TGFB1  	0.011428	0.010793	0.012171	0.010826	0.01058	0.012769	0.012507	0.012512	0.012528	0.012626	0.012509	0.012666	0.01253	0.012662	0.012552	0.012646	0.012593	0.012662	0.0099854	0.011288	0.011812	0.012724	0.012435	0.012574	0.012519	0.012814	0.011817	0.012015	0.01019	0.012678	0.012694	0.012222	0.012742	0.012657	0.01286	0.012573	0.012684	0.012486	0.012512	0.012762	0.012754	0.01262	0.012694	0.012619	0.012826	0.012669	0.012716	0.012636	0.012588	0.011527	0.012692	0.012704	0.012559	0.012566	0.012407	0.012688	0.012597	0.01267	0.012483	0.01141	0.012714	0.012547	0.01059	0.01168	0.012919	0.0083692	0.011288	0.012826	0.011529	0.0099292	0.011883	0.012074	0.012848	0.01259	0.0083692	0.012617	0.012468	0.01268	0.012662	0.012851	0.012884	0.012654                                                                              
TNFRSF4	0.011086	0.010259	0.011155	0.0070084	0.0099059	0.013471	0.012496	0.012705	0.012652	0.012903	0.012531	0.012805	0.012637	0.012624	0.01266	0.012834	0.012727	0.013303	0.0089557	0.010313	0.011254	0.012105	0.010948	0.012753	0.012607	0.013071	0.010096	0.011603	0.010155	0.013285	0.013118	0.012171	0.013927	0.013072	0.013059	0.012989	0.013018	0.012706	0.012681	0.012993	0.012987	0.012861	0.012324	0.012815	0.012848	0.013049	0.012887	0.013042	0.012765	0.01092	0.012887	0.013172	0.012891	0.012795	0.012554	0.012851	0.01275	0.012533	0.012174	0.0091768	0.013269	0.012327	0.0097804	0.011673	0.016627	0.007451	0.010313	0.012849	0.010716	0.0089769	0.011361	0.011767	0.013222	0.012973	0.007451	0.012836	0.012695	0.013109	0.012851	0.015052	0.016622	0.013153                                                                    
TNFSF4 	0.010563	0.0096493	0.010706	0.0065338	0.0096481	0.013784	0.012414	0.012798	0.012664	0.013049	0.012409	0.012738	0.012627	0.012391	0.012605	0.012843	0.012693	0.013732	0.0085751	0.0096498	0.010821	0.011716	0.010101	0.013268	0.012571	0.012745	0.0094193	0.011245	0.010073	0.013607	0.013265	0.011976	0.014771	0.01326	0.012931	0.013189	0.013096	0.012698	0.012696	0.012901	0.013016	0.012939	0.012132	0.012857	0.01276	0.013188	0.012939	0.013193	0.01276	0.010464	0.012941	0.013293	0.013045	0.012785	0.012568	0.012721	0.012758	0.012322	0.011981	0.0083749	0.013478	0.01228	0.0094857	0.011524	0.019407	0.0070313	0.0096498	0.012761	0.010136	0.0086201	0.01095	0.011482	0.013272	0.012956	0.0070313	0.012867	0.012757	0.013264	0.012884	0.016622	0.020513	0.01357                                                                 
TSLP   	0.011352	0.010691	0.011479	0.0071772	0.010632	0.012945	0.012547	0.012797	0.012585	0.012994	0.012602	0.012768	0.012589	0.012906	0.012663	0.012797	0.012736	0.0128	0.010031	0.011256	0.011815	0.012106	0.011182	0.015175	0.01255	0.012865	0.010713	0.012033	0.010113	0.012822	0.012791	0.012271	0.012947	0.012745	0.012752	0.012645	0.012744	0.012529	0.012583	0.012789	0.012816	0.01272	0.01299	0.012658	0.012955	0.012778	0.012864	0.012731	0.012641	0.011992	0.012824	0.012742	0.01264	0.012621	0.012487	0.012758	0.012643	0.01243	0.01218	0.0098866	0.012819	0.012184	0.010715	0.011634	0.013375	0.0083719	0.011256	0.012769	0.011502	0.010024	0.011884	0.012093	0.012886	0.012649	0.0083719	0.012814	0.012581	0.012779	0.012654	0.013153	0.01357	0.013044                                                                            
